season,date,playoff,neutral,team,abbr,pregame_elo,win_prob,actual_points,expected_points,eva,eva_plus,win_flag,is_home
2015,2015-01-15,0,0,Florida Panthers,FLA,1460.33893402816,0.518208323853919,0.0,1.15277263837589,-1.15277263837589,-1.1597569720639402,0,1
2015,2015-01-15,0,0,Dallas Stars,DAL,1494.03619668588,0.561817064543309,0.0,1.2270710226801,-1.2270710226801,-1.2340553563681502,0,1
2015,2015-01-15,0,0,Boston Bruins,BOS,1548.94503279447,0.561159497779164,2.0,1.2259471797729,0.7740528202271,0.7670684865390497,1,1
2015,2015-01-15,0,0,Buffalo Sabres,BUF,1395.22789689491,0.441623125878239,0.0,1.0152960129645,-1.0152960129645,-1.02228034665255,0,1
2015,2015-01-16,0,0,New York Islanders,NYI,1524.89601983882,0.53034410199924,2.0,1.17340055711777,0.8265994428822301,0.8196151091941798,1,1
2015,2015-01-16,0,0,Chicago Blackhawks,CHI,1573.27933136792,0.665688188405836,0.0,1.40585538037319,-1.40585538037319,-1.41283971406124,0,1
2015,2015-01-16,0,0,Columbus Blue Jackets,CBJ,1482.82544983844,0.472056576299773,0.0,1.07097226403218,-1.07097226403218,-1.0779565977202301,0,1
2015,2015-01-16,0,0,Carolina Hurricanes,CAR,1455.22021305233,0.502215275638836,0.0,1.12564759172101,-1.12564759172101,-1.1326319254090602,0,1
2015,2015-01-16,0,0,Anaheim Ducks,ANA,1544.04080462447,0.681823580258892,2.0,1.43384372945508,0.5661562705449199,0.5591719368568696,1,1
2015,2015-01-16,0,0,Nashville Predators,NSH,1547.20757068739,0.593859517301365,2.0,1.28195962286192,0.7180403771380801,0.7110560434500298,1,1
2015,2015-01-17,0,0,Montreal Canadiens,MTL,1549.38049390776,0.599660708275295,2.0,1.29192277438323,0.70807722561677,0.7010928919287197,1,1
2015,2015-01-17,0,0,Tampa Bay Lightning,TBL,1530.47213751221,0.611529122817943,2.0,1.31233003875058,0.6876699612494199,0.6806856275613696,1,1
2015,2015-01-17,0,0,St. Louis Blues,STL,1557.83103327333,0.666889777485483,2.0,1.40793769460631,0.59206230539369,0.5850779717056397,1,1
2015,2015-01-17,0,0,San Jose Sharks,SJS,1531.34141118974,0.61946538186092,1.0,1.32599398836171,-0.32599398836171,-0.3329783220497603,0,1
2015,2015-01-17,0,0,Ottawa Senators,OTT,1490.53493146922,0.626640714581064,0.0,1.3383600580857,-1.3383600580857,-1.3453443917737502,0,1
2015,2015-01-17,0,0,Minnesota Wild,MIN,1491.4493005928,0.633723903588102,2.0,1.35057862752832,0.64942137247168,0.6424370387836297,1,1
